data,numero_pedido,cliente,estado,cidade,vendedor,produto,categoria,quantidade,preco_unitario,desconto,custo_unitario,forma_pagamento
2025-03-15,PED-2025-00582,Integra Logística 066,DF,Brasília,Diego Lima,Kit Toner Colorido,Impressão,3,856.06,0.1,411.07,Boleto
2025-08-30,PED-2025-00583,Integra Logística 026,SP,Santos,Lucas Barros,Mouse Sem Fio,Acessórios,4,146.55,0.08,67.59,Cartão de crédito
2025-08-30,PED-2025-00583,Integra Logística 026,SP,Santos,Lucas Barros,Kit Toner Colorido,Impressão,3,915.48,0.05,417.36,Cartão de crédito
2025-08-20,PED-2025-00584,Conecta Logística 114,MG,Belo Horizonte,Diego Lima,Cadeira Ergonômica,Móveis,2,1401.59,0.0,762.24,Cartão de crédito
2025-01-02,PED-2025-00585,Prime Comercial 049,DF,Brasília,Ana Martins,Headset Corporativo,Acessórios,1,330.37,0.08,156.82,Boleto
2025-08-09,PED-2025-00586,Prime Comercial 209,DF,Brasília,Diego Lima,Mouse Sem Fio,Acessórios,2,149.65,0.0,67.29,BOLETO
2025-02-13,PED-2025-00587,Integra Distribuidora 076,DF,Brasília,Lucas Barros,Webcam Full HD,Acessórios,1,270.39,0.03,137.15,Pix
2025-02-13,PED-2025-00587,Integra Distribuidora 076,DF,Brasília,Lucas Barros,Toner Preto,Impressão,1,337.42,0.1,148.49,Pix
2025-10-25,PED-2025-00588,Aurora Logística 042,SC,Blumenau,Bruno Costa,Nobreak 1500VA,Energia,2,1169.88,0.0,693.74,Cartão de crédito
2025-10-25,PED-2025-00588,Aurora Logística 042,SC,Blumenau,Bruno Costa,Mouse Sem Fio,Acessórios,2,144.06,0.0,69.73,Cartão de crédito
2025-08-01,PED-2025-00589,Central Engenharia 103,SP,Campinas,Camila Rocha,Teclado Mecânico,Acessórios,2,386.36,0.05,191.89,Pix
2025-08-01,PED-2025-00590,Central Serviços 133,SP,São Paulo,Ana Martins,Monitor Ultrawide 29,Informática,1,1722.71,0.0,1129.76,Boleto
2025-08-01,PED-2025-00590,Central Serviços 133,SP,São Paulo,Ana Martins,Roteador Empresarial,Conectividade,2,773.15,0.05,375.71,Boleto
2025-04-18,PED-2025-00591,Ponto Logística 098,MG,Juiz de Fora,Lucas Barros,Monitor Ultrawide 29,Informática,2,1803.95,0.03,1164.21,Transferência
2025-12-17,PED-2025-00592,Integra Varejo 166,SP,Ribeirão Preto,Fernanda Alves,Toner Preto,Impressão,2,337.29,,145.72,Boleto
2025-12-17,PED-2025-00592,Integra Varejo 166,SP,Ribeirão Preto,Fernanda Alves,Notebook Pro 15,Informática,5,5037.13,0.05,3490.41,Boleto
2025-06-16,PED-2025-00593,Integra Varejo 046,RS,Caxias do Sul,Juliana Mendes,Teclado Mecânico,Acessórios,3,381.08,8%,187.61,Pix
2025-10-25,PED-2025-00594,Horizonte Comercial 185,SC,Florianópolis,Diego Lima,Filtro de Linha Premium,Energia,3,125.56,0.08,52.16,Boleto
2025-10-25,PED-2025-00594,Horizonte Comercial 185,SC,Florianópolis,Diego Lima,Gaveteiro Executivo,Móveis,1,690.24,0.1,376.19,Boleto
2025-01-06,PED-2025-00595,Prime Comercial 089,PR,Curitiba,Bruno Costa,Kit Toner Colorido,Impressão,7,895.99,0.03,416.06,Transferência
2025-10-21,PED-2025-00596,Prime Engenharia 039,BA,Vitória da Conquista,Camila Rocha,Impressora Multifuncional,Impressão,1,1584.91,0.0,999.5,Cartão de crédito
2025-10-21,PED-2025-00596,Prime Engenharia 039,BA,Vitória da Conquista,Camila Rocha,Cadeira Ergonômica, móveis ,2,1432.22,0.05,748.17,Cartão de crédito
2025-01-10,PED-2025-00597,Horizonte Serviços 205,PE,Caruaru,Lucas Barros,Gaveteiro Executivo,Móveis,9,710.58,0.12,363.87,Cartão de débito
2025-01-10,PED-2025-00597,Horizonte Serviços 205,PE,Caruaru,Lucas Barros,Filtro de Linha Premium,Energia,2,123.07,0.12,52.6,Cartão de débito
2025-01-10,PED-2025-00597,Horizonte Serviços 205,PE,Caruaru,Lucas Barros,Teclado Mecânico,Acessórios,5,380.57,0.15,187.1,Cartão de débito
2025-08-30,PED-2025-00598,Integra Varejo 126,SP,Santos,Fernanda Alves,Toner Preto,Impressão,6,336.4,0.0,143.02,Boleto
2025-05-10,PED-2025-00599,Central Comercial 073,PR,Curitiba, JULIANA MENDES ,Impressora Multifuncional,Impressão,1,1547.86,0.0,1021.94,Cartão de crédito
2025-05-10,PED-2025-00599,Central Comercial 073,PR,Curitiba,Juliana Mendes,Switch 24 Portas,Conectividade,2,1164.12,0.15,602.51,Cartão de crédito
2025-04-28,PED-2025-00600,Conecta Varejo 174,SP,São Paulo,Diego Lima,Notebook Essencial 14,Informática,2,2879.36,0.08,2037.09,Cartão de débito
2025-04-28,PED-2025-00600,Conecta Varejo 174,SP,São Paulo,Diego Lima,Cadeira Ergonômica,Móveis,3,1444.45,0.08,756.17,Cartão de débito
2025-05-06,PED-2025-00601,Aurora Varejo 062,RS,Caxias do Sul,Lucas Barros,Cadeira Ergonômica,Móveis,4,1409.27,0.1,748.84,Cartão de crédito
2025-04-18,PED-2025-00602,Horizonte Tecnologia 155,SC,Blumenau,Juliana Mendes,Monitor Ultrawide 29,Informática,1,1769.86,0.0,1140.52,Pix
2025-06-03,PED-2025-00603,Conecta Logística 154,RS,Pelotas,Camila Rocha,Webcam Full HD,Acessórios,6,274.61,0.03,132.67,Transferência
2025-04-08,PED-2025-00604,Central Serviços 173,RJ,Niterói,Diego Lima,Mouse Sem Fio,Acessórios,1,149.44,0.1,65.99,Pix
2025-01-27,PED-2025-00605,Nova Comercial 137,MG,Uberlândia,Diego Lima,Headset Corporativo,Acessórios,2,340.74,0.15,155.67,Cartão de crédito
2025-01-27,PED-2025-00605,Nova Comercial 137,MG,Uberlândia,Diego Lima,Impressora Multifuncional,Impressão,3,1660.0,0.0,987.99,Cartão de crédito
2025-01-27,PED-2025-00605,Nova Comercial 137,MG,Uberlândia,Diego Lima,Mouse Sem Fio,Acessórios,3,154.51,0.08,66.21,Cartão de crédito
2025-11-27,PED-2025-00606,Nova Comercial 097,MG,Juiz de Fora,Bruno Costa,Headset Corporativo,Acessórios,1,327.75,0.08,160.46,Pix
2025-07-26,PED-2025-00607,Alfa Tecnologia 091,PR,Curitiba,Bruno Costa,Gaveteiro Executivo,Móveis,2,682.23,0.12,367.7,Boleto
2025-07-26,PED-2025-00607,Alfa Tecnologia 091,PR,Curitiba,Bruno Costa,Headset Corporativo,Acessórios,6,341.27,0.0,156.56,Boleto
2025-10-05,PED-2025-00608,Central Tecnologia 043,SP,São Paulo,Lucas Barros,Mesa Ajustável,Móveis,2,1875.38,0.1,1029.26,Cartão de crédito
2025-10-05,PED-2025-00608,Central Tecnologia 043,SP,São Paulo,Lucas Barros,Gaveteiro Executivo,Móveis,1,686.41,12%,358.66,Cartão de crédito
2025-10-30,PED-2025-00609,Prime Comercial 009,RJ,Rio de Janeiro,Diego Lima,Cadeira Ergonômica,Móveis,2,1365.18,0.05,748.5,Transferência
2025-10-30,PED-2025-00609,Prime Comercial 009,RJ,Rio de Janeiro,Diego Lima,Filtro de Linha Premium, energia ,3,116.38,0.05,51.95,Transferência
2025-08-28,PED-2025-00610,Nova Tecnologia 187,MG,Belo Horizonte,Gustavo Ribeiro,Filtro de Linha Premium,Energia,7,119.33,0.08,52.38,Transferência
2025-07-09,PED-2025-00611,Nova Tecnologia 067,DF,Brasília,Fernanda Alves,Mesa Ajustável,Móveis,1,1789.18,0.03,1075.6,Cartão de crédito
2025-07-09,PED-2025-00611,Nova Tecnologia 067,DF,Brasília,Fernanda Alves,Roteador Empresarial,Conectividade,2,750.21,0.0,380.16,Cartão de crédito
2025-11-28,PED-2025-00612,Vértice Soluções 080,PR,Maringá,Camila Rocha,Headset Corporativo,Acessórios,7,318.65,0.0,157.78,Pix
2025-01-17,PED-2025-00613,Integra Logística 146,DF,Brasília,Diego Lima,Filtro de Linha Premium,Energia,6,121.97,0.15,49.59,Pix
2025-01-17,PED-2025-00613,Integra Logística 146,DF,Brasília,Diego Lima,Roteador Empresarial,Conectividade,6,780.83,0.05,377.25,Pix
2025-04-26,PED-2025-00614,Vértice Distribuidora 060,PR,Curitiba,Camila Rocha,Headset Corporativo,Acessórios,3,336.8,0.1,154.66,Cartão de crédito
2025-04-26,PED-2025-00614,Vértice Distribuidora 060,PR,Curitiba,Camila Rocha,Mouse Sem Fio,Acessórios,6,144.32,0.03,68.18,Cartão de crédito
2025-07-30,PED-2025-00615,Ponto Varejo 198,SP,Campinas,Bruno Costa,Teclado Mecânico,Acessórios,1,389.2,0.08,193.52,Pix
2025-05-21,PED-2025-00616,Prime Tecnologia 019,SP,São Paulo,Bruno Costa,Headset Corporativo,Acessórios,1,326.03,0.05,158.57,Cartão de crédito
2025-04-03,PED-2025-00617,Nova Engenharia 207,RS,Pelotas,Gustavo Ribeiro,Switch 24 Portas,Conectividade,2,1111.97,0.05,611.96,Pix
2025-01-24,PED-2025-00618,Central Comercial 033,BA,Feira de Santana,Bruno Costa,Access Point Wi-Fi 6,Conectividade,4,882.33,0.1,495.73,Cartão de crédito
2025-01-24,PED-2025-00618,Central Comercial 033,BA,Feira de Santana,Bruno Costa,Impressora Multifuncional,Impressão,2,1566.73,0.08,986.32,Cartão de crédito
2025-01-16,PED-2025-00619,Nova Tecnologia 027,RJ,Petrópolis,Fernanda Alves,Cadeira Ergonômica,Móveis,2,1388.87,0.12,759.18,Pix
2025-01-16,PED-2025-00619,Nova Tecnologia 027,RJ,Petrópolis,Fernanda Alves,Impressora Multifuncional,Impressão,1,1629.16,0.0,1011.62,Pix
2025-01-21,PED-2025-00620,Ponto Distribuidora 028,SP,Campinas,Camila Rocha,Filtro de Linha Premium,Energia,7,120.08,0.0,50.29,Boleto
2025-03-18,PED-2025-00621,Aurora Soluções 192,RJ,Niterói,Juliana Mendes,Cadeira Ergonômica,Móveis,1,1354.73,0.03,756.13,Cartão de crédito
2025-03-18,PED-2025-00621,Aurora Soluções 192,RJ,Niterói,Juliana Mendes,Headset Corporativo,Acessórios,1,321.46,0.12,164.29,Cartão de crédito
2025-02-11,PED-2025-00622,Nova Engenharia 127,MG,Uberlândia,Juliana Mendes,Notebook Essencial 14,Informática,3,2970.42,0.15,2064.89,Pix
2025-10-11,PED-2025-00623,Horizonte Comercial 105,RS,Caxias do Sul,Gustavo Ribeiro,Mesa Ajustável,Móveis,3,1800.33,0.05,1026.66,Boleto
2025-04-09,PED-2025-00624,Conecta Soluções 104,MG,Belo Horizonte,Bruno Costa,Headset Corporativo,Acessórios,2,335.29,0.05,155.98,Transferência
2025-03-28,PED-2025-00625,Alfa Tecnologia 171,GO,Aparecida de Goiânia,Diego Lima,Notebook Pro 15,Informática,1,5131.34,0.1,3356.23,Pix
32/13/2025,PED-2025-00626,Nova Comercial 017,RJ,Petrópolis,Camila Rocha,Switch 24 Portas,Conectividade,6,1153.99,0.05,594.51,Cartão de crédito
2025-08-22,PED-2025-00627,Prime Comercial 169,PR,Maringá,Lucas Barros,Headset Corporativo,Acessórios,1,345.24,0.0,158.72,PIX
2025-07-24,PED-2025-00628,Aurora Distribuidora 212,SP,São Paulo,Camila Rocha,Headset Corporativo,Acessórios,7,323.88,0.03,161.06,Cartão de crédito
24/11/2025,PED-2025-00629,Central Tecnologia 043,BA,Vitória da Conquista,Bruno Costa,Headset Corporativo,Acessórios,3,341.95,0.0,161.16,Cartão de crédito
2025-11-24,PED-2025-00629,Central Tecnologia 043,BA,Vitória da Conquista,Bruno Costa,Webcam Full HD,Acessórios,4,291.56,0.12,128.63,Cartão de crédito
2025-11-24,PED-2025-00629,Central Tecnologia 043,BA,Vitória da Conquista,Bruno Costa,Filtro de Linha Premium,Energia,2,121.81,0.08,49.63,Cartão de crédito
2025-09-02,PED-2025-00630,Prime Comercial 089,SP,Ribeirão Preto,Camila Rocha,Filtro de Linha Premium,Energia,1,124.52,0.05,50.91,Transferência
2025-09-02,PED-2025-00630,Prime Comercial 089,SP,Ribeirão Preto,Camila Rocha,Cadeira Ergonômica,Móveis,1,1442.76,0.08,751.34,Transferência
2025-09-02,PED-2025-00630,Prime Comercial 089,SP,Ribeirão Preto,Camila Rocha,Mouse Sem Fio,Acessórios,2,145.27,0.12,69.06,Transferência
2025-07-05,PED-2025-00631,Aurora Soluções 192,RS,Porto Alegre,Camila Rocha,Notebook Pro 15,Informática,1,4794.22,0.05,3378.21,Pix
2025-07-05,PED-2025-00631,Aurora Soluções 192,RS,Porto Alegre,Camila Rocha,Cadeira Ergonômica,Móveis,6,1452.15,0.12,765.06,Pix
2025-12-13,PED-2025-00632,Ponto Distribuidora 028,SP,Ribeirão Preto,Gustavo Ribeiro,Toner Preto,Impressão,5,331.25,0.0,142.15,Pix
2025-11-16,PED-2025-00633,Integra Soluções 096,PR,Londrina,Ana Martins,Toner Preto,Impressão,1,332.97,0.03,142.17,Boleto
2025-11-16,PED-2025-00633,Integra Soluções 096,PR,Londrina,Ana Martins,Access Point Wi-Fi 6,Conectividade,3,870.44,0.08,482.97,Boleto
2025-01-01,PED-2025-00634,Integra Soluções 216,BA,Feira de Santana,Gustavo Ribeiro,Cadeira Ergonômica,Móveis,1,1373.25,0.15,781.87,Pix
2025-01-01,PED-2025-00634,Integra Soluções 216,BA,Feira de Santana,Gustavo Ribeiro,Headset Corporativo,Acessórios,5,325.0,0.05,160.23,Pix
2025-07-26,PED-2025-00635,Ponto Soluções 008,RS,Caxias do Sul,Camila Rocha,Roteador Empresarial,Conectividade,7,784.34,0.05,362.56,Cartão de crédito
2025-07-26,PED-2025-00635,Ponto Soluções 008,RS,Caxias do Sul,Camila Rocha,Filtro de Linha Premium,Energia,5,118.73,0.0,51.13,Cartão de crédito
2025-05-11,PED-2025-00636,Conecta Soluções 104,MG,Uberlândia,Lucas Barros,Nobreak 1500VA,Energia,2,1143.78,0.08,694.67,Boleto
2025-04-02,PED-2025-00637,Prime Engenharia 039,SP,Santos,Gustavo Ribeiro,Access Point Wi-Fi 6,Conectividade,1,907.44,0.05,479.18,Cartão de crédito
2025-04-02,PED-2025-00637,Prime Engenharia 039,SP,Santos,Gustavo Ribeiro,Roteador Empresarial,Conectividade,1,752.07,0.0,375.04,Cartão de crédito
2025-11-23,PED-2025-00638,Horizonte Tecnologia 155,RJ,Niterói,Camila Rocha,Access Point Wi-Fi 6,Conectividade,1,932.57,0.0,464.81,Pix
2025-11-23,PED-2025-00638,Horizonte Tecnologia 155,RJ,Niterói,Camila Rocha,Gaveteiro Executivo,Móveis,1,699.93,0.1,357.58,Pix
2025-11-23,PED-2025-00638,Horizonte Tecnologia 155,RJ,Niterói,Camila Rocha,Webcam Full HD,Acessórios,1,289.71,0.05,129.94,Pix
2025-10-05,PED-2025-00639,Integra Varejo 206,MG,Uberlândia,Juliana Mendes,Roteador Empresarial,Conectividade,3,757.0,0.12,375.13,Cartão de crédito
2025-05-25,PED-2025-00640,Ponto Soluções 088,SC,Florianópolis,Camila Rocha,Mouse Sem Fio,Acessórios,2,152.91,0.05,66.61,Cartão de crédito
2025-08-05,PED-2025-00641,Alfa Tecnologia 171,SP,São Paulo,Fernanda Alves,Notebook Pro 15,Informática,2,4798.09,0.0,3466.04,Transferência
2025-08-05,PED-2025-00641,Alfa Tecnologia 171,SP,São Paulo,Fernanda Alves,Teclado Mecânico,Acessórios,4,397.83,0.0,186.5,Transferência
2025-10-16,PED-2025-00642,Conecta Soluções 064,RJ,Rio de Janeiro,Lucas Barros,Teclado Mecânico,Acessórios,10,409.36,0.08,196.3,Cartão de crédito
2025-10-16,PED-2025-00642,Conecta Soluções 064,RJ,Rio de Janeiro,Lucas Barros,Kit Toner Colorido,Impressão,2,884.27,0.15,418.5,Cartão de crédito
2025-08-08,PED-2025-00643,Conecta Logística 034,GO,Anápolis,Lucas Barros,Monitor Ultrawide 29,Informática,1,1875.79,0.0,1181.3,Cartão de crédito
2025-09-23,PED-2025-00644,Ponto Soluções 048,PR,Londrina,Bruno Costa,Gaveteiro Executivo,Móveis,1,699.11,0.05,360.44,Cartão de crédito
2025-09-23,PED-2025-00644,Ponto Soluções 048,PR,Londrina,Bruno Costa,Mouse Sem Fio,Acessórios,5,156.49,0.12,67.68,Cartão de crédito
2025-04-26,PED-2025-00645,Ponto Distribuidora 188,SP,Campinas,Lucas Barros,Cadeira Ergonômica,Móveis,2,1398.07,0.0,790.87,Cartão de crédito
2025-02-09,PED-2025-00646,Alfa Comercial 001,MG,Belo Horizonte,Gustavo Ribeiro,Filtro de Linha Premium,Energia,1,116.06,0.15,52.88,Transferência
2025-04-12,PED-2025-00647,Integra Varejo 006,MG,Uberlândia,Fernanda Alves,Toner Preto,Impressão,2,319.25,0.08,142.67,Pix
2025-04-12,PED-2025-00647,Integra Varejo 006,MG,Uberlândia,Fernanda Alves,Mesa Ajustável,Móveis,2,1836.5,0.08,1046.77,Pix
2025-06-26,PED-2025-00648,Nova Engenharia 047,SC,Blumenau,Bruno Costa,Toner Preto,Impressão,7,318.08,0.08,142.85,Pix
2025-06-26,PED-2025-00648,Nova Engenharia 047,SC,Blumenau,Bruno Costa,Gaveteiro Executivo,Móveis,2,706.99,0.0,368.23,Pix
2025-08-09,PED-2025-00649,Alfa Serviços 101,SC,Florianópolis,Ana Martins,Notebook Essencial 14,Informática,6,2996.56,0.03,2034.07,Pix
2025-08-09,PED-2025-00649,Alfa Serviços 101,SC,Florianópolis,Ana Martins,Mouse Sem Fio,Acessórios,2,153.68,0.0,70.31,Pix
2025-04-18,PED-2025-00650,Nova Engenharia 047,MG,Uberlândia,Diego Lima,Kit Toner Colorido,Impressão,3,859.29,0.08,403.96,Pix
2025-10-30,PED-2025-00651,Ponto Logística 098,GO,Goiânia,Fernanda Alves,Headset Corporativo,Acessórios,3,318.24,0.05,"R$ 153,37",Cartão de crédito
2025-10-30,PED-2025-00651,Ponto Logística 098, go ,Goiânia,Fernanda Alves,Filtro de Linha Premium,Energia,7,122.92,0.0,52.09,Cartão de crédito
2025-10-30,PED-2025-00651,Ponto Logística 098,GO,Goiânia,Fernanda Alves,Toner Preto,Impressão,1,339.08,0.08,143.92,Cartão de crédito
2025-01-06,PED-2025-00652,Prime Tecnologia 099,GO,Anápolis,Gustavo Ribeiro,Mouse Sem Fio,Acessórios,2,154.81,0.08,67.37,Cartão de débito
2025-01-06,PED-2025-00652,Prime Tecnologia 099,GO,Anápolis,Gustavo Ribeiro,Teclado Mecânico,Acessórios,1,405.7,0.0,197.85,Cartão de débito
2025-01-06,PED-2025-00652,Prime Tecnologia 099,GO,Anápolis,Gustavo Ribeiro,Toner Preto,Impressão,8,330.66,0.0,146.3,Cartão de débito
2025-01-18,PED-2025-00653,Nova Tecnologia 067,BA,Vitória da Conquista,Bruno Costa,Switch 24 Portas,Conectividade,1,1115.11,0.03,624.13,Cartão de crédito
2025-01-18,PED-2025-00653,Nova Tecnologia 067,BA,Vitória da Conquista,Bruno Costa,Webcam Full HD,Acessórios,2,270.62,0.1,136.96,Cartão de crédito
2025-12-14,PED-2025-00654,Ponto Logística 178,GO,Aparecida de Goiânia,Juliana Mendes,Filtro de Linha Premium,Energia,9,122.66,0.05,50.92,Pix
2025-12-14,PED-2025-00654,Ponto Logística 178,GO,Aparecida de Goiânia,Juliana Mendes,Mesa Ajustável,Móveis,4,1935.48,0.0,1019.06,Pix
2025-12-14,PED-2025-00654,Ponto Logística 178,GO,Aparecida de Goiânia,Juliana Mendes,Webcam Full HD,Acessórios,3,290.45,0.0,129.45,Pix
2025-01-22,PED-2025-00655,Central Serviços 093,SP,Campinas,Gustavo Ribeiro,Headset Corporativo,Acessórios,1,323.24,0.0,"R$ 154,54",Pix
2025-01-22,PED-2025-00655,Central Serviços 093,SP,Campinas,Gustavo Ribeiro,Cadeira Ergonômica,Móveis,4,1372.81,0.0,787.6,Pix
2025-08-03,PED-2025-00656,Horizonte Engenharia 095,RS,Pelotas,Fernanda Alves,Access Point Wi-Fi 6,Conectividade,4,893.47,0.0,466.55,Cartão de débito
2025-08-10,PED-2025-00657,Conecta Varejo 014,SP,Ribeirão Preto,Gustavo Ribeiro,Headset Corporativo,Acessórios,1,323.84,0.0,159.98,Transferência
2025-09-27,PED-2025-00658,Alfa Comercial 041,SP,Ribeirão Preto,Diego Lima,Notebook Essencial 14,Informática,7,2821.33,0.08,2052.66,Transferência
2025-04-16,PED-2025-00659,,RJ,Niterói,Fernanda Alves,Switch 24 Portas,Conectividade,2,1088.63,0.15,629.78,Cartão de crédito
2025-04-16,PED-2025-00659,Ponto Distribuidora 028,RJ,Niterói,Fernanda Alves,Toner Preto,Impressão,1,333.72,0.05,149.28,Cartão de crédito
2025-01-20,PED-2025-00660,Central Tecnologia 163,SP,Santos,Bruno Costa,Kit Toner Colorido,Impressão,3,885.85,0.0,411.33,Transferência
2025-05-25,PED-2025-00661,Aurora Soluções 192,SP,Santos,Camila Rocha,Mesa Ajustável,Móveis,5,1885.47,0.08,1068.1,Cartão de crédito
2025-05-25,PED-2025-00661,Aurora Soluções 192,SP,Santos,Camila Rocha,Roteador Empresarial,Conectividade,1,763.59,0.0,370.28,Cartão de crédito
2025-01-19,PED-2025-00662,Aurora Distribuidora 132,SP,Santos,Diego Lima,Mouse Sem Fio,Acessórios,2,152.11,0.0,"R$ 67,32",Pix
2025-01-19,PED-2025-00662,Aurora Distribuidora 132,SP,Santos,Diego Lima,Monitor Ultrawide 29,Informática,5,1726.23,0.08,1181.1,Pix
2025-01-19,PED-2025-00662,Aurora Distribuidora 132,SP,Santos,Diego Lima,Notebook Pro 15,Informática,6,5076.63,0.08,3330.96,Pix
2025-01-14,PED-2025-00663,Conecta Varejo 174,RS,Caxias do Sul, CAMILA ROCHA ,Notebook Essencial 14,Informática,1,2775.78,0.05,2084.43,Boleto
2025-01-14,PED-2025-00663,Conecta Varejo 174,RS,Caxias do Sul,Camila Rocha,Filtro de Linha Premium,Energia,7,120.86,0.05,50.85,Boleto
2025-06-20,PED-2025-00664,Central Serviços 093,PE,Recife,Diego Lima,Switch 24 Portas,Conectividade,4,1146.85,0.1,592.07,Boleto
2025-07-31,PED-2025-00665,Nova Comercial 017,MG,Belo Horizonte,Juliana Mendes,Mouse Sem Fio,Acessórios,1,155.17,0.05,67.76,Transferência
2025-07-31,PED-2025-00665,Nova Comercial 017,MG,Belo Horizonte,Juliana Mendes,Toner Preto,Impressão,3,336.51,0.03,143.24,Transferência
2025-06-22,PED-2025-00666,Ponto Soluções 208,SP,São Paulo,Gustavo Ribeiro,Cadeira Ergonômica,Móveis,4,1341.9,0.12,750.03,Cartão de crédito
2025-12-09,PED-2025-00667,Prime Serviços 069,SP,Campinas,Juliana Mendes,Notebook Pro 15,Informática,1,5058.98,0.1,3359.36,Pix
2025-12-09,PED-2025-00667,Prime Serviços 069,SP,Campinas,Juliana Mendes,Switch 24 Portas,Conectividade,7,1087.56,0.08,606.47,Pix
2025-12-09,PED-2025-00667,Prime Serviços 069,SP,Campinas,Juliana Mendes,Toner Preto,Impressão,4,338.0,0.1,142.02,Pix
2025-01-08,PED-2025-00668,Integra Varejo 166,PR,Maringá,Fernanda Alves,Mesa Ajustável,Móveis,1,1929.34,0.0,1023.51,Pix
2025-01-08,PED-2025-00668,Integra Varejo 166,PR,Maringá,Fernanda Alves,Switch 24 Portas,Conectividade,1,1135.6,0.08,615.08,Pix
2025-01-08,PED-2025-00668,Integra Varejo 166,PR,Maringá,Fernanda Alves,Toner Preto,Impressão,3,341.27,0.0,148.1,Pix
2025-12-07,PED-2025-00669,Vértice Distribuidora 220,SP,Ribeirão Preto,Camila Rocha,Webcam Full HD,Acessórios,2,282.16,0.08,128.42,Boleto
2025-12-07,PED-2025-00669,Vértice Distribuidora 220,SP,Ribeirão Preto,Camila Rocha,Notebook Essencial 14,Informática,3,2980.97,0.05,1970.03,Boleto
2025-10-19,PED-2025-00670,Nova Comercial 017,MG,Juiz de Fora,Bruno Costa,Teclado Mecânico,Acessórios,3,399.08,0.12,189.32,Cartão de débito
2025-08-03,PED-2025-00671,Prime Comercial 089,PR,Maringá,Camila Rocha,Mouse Sem Fio,Acessórios,3,157.32,0.1,68.28,Pix
2025-08-03,PED-2025-00671,Prime Comercial 089,PR,Maringá,Camila Rocha,Impressora Multifuncional,Impressão,4,1632.95,0.0,1011.26,Pix
2025-02-13,PED-2025-00672,Aurora Distribuidora 172,MG,Uberlândia,Diego Lima,Notebook Pro 15,Informática,2,5012.49,0.0,3553.07,Pix
2025-02-13,PED-2025-00672,Aurora Distribuidora 172,MG,Uberlândia,Diego Lima,Headset Corporativo,Acessórios,1,319.99,0.08,162.56,Pix
2025-02-13,PED-2025-00672,Aurora Distribuidora 172,MG,Uberlândia,Diego Lima,Toner Preto,Impressão,1,324.16,0.0,151.7,Pix
2025-05-15,PED-2025-00673,Nova Engenharia 167,PR,Londrina,Lucas Barros,Headset Corporativo,Acessórios,5,320.86,0.03,158.2,Cartão de débito
2025-05-15,PED-2025-00673,Nova Engenharia 167,PR,Londrina,Lucas Barros,Teclado Mecânico,Acessórios,1,387.41,0.05,195.93,Cartão de débito
2025-03-20,PED-2025-00674,Conecta Soluções 104,SP,Santos,Ana Martins,Headset Corporativo,Acessórios,1,326.17,0.1,158.89,Boleto
2025-01-08,PED-2025-00675,Nova Serviços 077,SP,São Paulo,Lucas Barros,Switch 24 Portas,Conectividade,5,1103.9,0.03,634.25,Pix
2025-01-08,PED-2025-00675,Nova Serviços 077,SP,São Paulo,Lucas Barros,Teclado Mecânico,Acessórios,1,"R$ 406,79",0.0,198.06,Pix
2025-03-18,PED-2025-00676,Prime Serviços 069,PR,Londrina,Juliana Mendes,Filtro de Linha Premium,Energia,5,121.82,0.05,51.38,Cartão de crédito
2025-12-18,PED-2025-00677,Horizonte Tecnologia 075,MG,Belo Horizonte,Fernanda Alves,Cadeira Ergonômica,Móveis,3,1454.76,0.08,746.97,Cartão de crédito
2025-08-20,PED-2025-00678,Prime Tecnologia 179,SC,Florianópolis,Diego Lima,Notebook Pro 15,Informática,2,5122.06,0.12,3433.29,Cartão de débito
2025-12-14,PED-2025-00679,Central Engenharia 063,SP,Ribeirão Preto,Fernanda Alves,Filtro de Linha Premium,Energia,1,120.77,0.12,50.58,Transferência
2025-05-18,PED-2025-00680,Aurora Soluções 152,SP,Ribeirão Preto,Gustavo Ribeiro,Kit Toner Colorido,Impressão,6,861.68,0.0,419.99,Cartão de crédito
2025-02-17,PED-2025-00681,Alfa Comercial 121, ba ,Feira de Santana,Gustavo Ribeiro,Cadeira Ergonômica,Móveis,3,1353.16,0.08,793.72,Cartão de débito
2025-04-21,PED-2025-00682,Alfa Engenharia 191,SP,Santos,Lucas Barros,Filtro de Linha Premium,Energia,3,123.81,0.08,50.49,Pix
2025-10-08,PED-2025-00683,Ponto Distribuidora 108,GO,Goiânia,Juliana Mendes,Teclado Mecânico,Acessórios,6,374.67,0.05,198.91,Boleto
2025-02-17,PED-2025-00684,Ponto Logística 098,MG,Uberlândia,Camila Rocha,Notebook Essencial 14, informática ,2,2852.96,0.0,2093.75,Pix
2025-09-01,PED-2025-00685,Vértice Soluções 200,RJ,Rio de Janeiro,Lucas Barros,Access Point Wi-Fi 6,Conectividade,3,913.31,0.08,475.78,Pix
2025-12-15,PED-2025-00686,Horizonte Serviços 085,SP,São Paulo,Juliana Mendes,Mesa Ajustável,Móveis,1,1785.35,0.05,1058.01,Boleto
2025-01-06,PED-2025-00687,Horizonte Comercial 065,PE,Olinda,Ana Martins,Headset Corporativo,Acessórios,1,326.14,0.1,154.88,Boleto
2025-01-01,PED-2025-00688,Central Comercial 113,RJ,Niterói,Fernanda Alves,Filtro de Linha Premium,Energia,2,124.68,0.0,50.26,Pix
